description,name,id
Fresh Vegetables,Peas & Beans,6507121011
Fresh Vegetables,Peppers,6507126011
Fresh Vegetables,Potatoes & Yams,6507145011
Fresh Vegetables,Root Vegetables,6507153011
Fresh Vegetables,Sea Vegetables,724705011
Fresh Vegetables,Sprouts,6507163011
Fresh Vegetables,Squash & Gourds,6507166011
Fresh Vegetables,Tomatillos,6507173011
Fresh Vegetables,Tomatoes,16319611
Leafy Greens,Collard Greens,6507102011
Leafy Greens,Kale,6507105011
Leafy Greens,Lettuce,6507106011
Leafy Greens,Romaine,18327558011
Leafy Greens,Spinach,6507108011
Mushrooms & Truffles,Black Truffle,347100011
Mushrooms & Truffles,Chanterelle,2303652011
Mushrooms & Truffles,Morel,2303651011
Mushrooms & Truffles,Porcini,347099011
Mushrooms & Truffles,Portabello,2303649011
Mushrooms & Truffles,Shiitake,2303653011
Mushrooms & Truffles,Straw,2303650011
Peppers,Bell Peppers,6507127011
Peppers,Chili Peppers,6507133011
Peppers,Sweet Peppers,6507144011
Chili Peppers,Banana,6507135011
Chili Peppers,Cayenne,6507136011
Chili Peppers,Cherry,6507137011
Chili Peppers,Jalapenos,6507140011
Chili Peppers,Thai Chili,6507143011
Potatoes & Yams,Fingerlings & Baby,6507146011
Potatoes & Yams,Russet,6507149011
Potatoes & Yams,Sweet Potatoes,6507150011
Potatoes & Yams,Yams,6507151011
Root Vegetables,Beets,2255592011
Root Vegetables,Carrots,6507155011
Root Vegetables,Ginger,6507158011
Root Vegetables,Jicama,6507159011
Root Vegetables,Radishes,6507161011
Root Vegetables,Turnips,6507162011
Packaged Produce,Cut & Packaged Fruits,6507188011
Packaged Produce,Cut & Packaged Vegetables,6507190011
Packaged Produce,Packaged Greens & Salad Mixes,6507193011
Cut & Packaged Fruits,Apples,9865400011
Cut & Packaged Fruits,Mangoes,9865410011
Cut & Packaged Fruits,Melon,9865412011
Cut & Packaged Fruits,Mixed Fruits,9865420011
Cut & Packaged Fruits,Pineapples,9865426011
Vegetarian Proteins,Seitan,6507195011
Vegetarian Proteins,Tempeh,6507196011
Vegetarian Proteins,Tofu,6507197011
Snack Foods,Applesauce & Fruit Cups,6524414011
Snack Foods,Bars,6524464011
Snack Foods,Breadsticks,347682011
Snack Foods,Chips & Crisps,16322741
Snack Foods,Cookies,18774312011
Snack Foods,Crackers,16322781
Snack Foods,Dried Fruit & Raisins,6524459011
Snack Foods,Fruit Leather,724730011
Snack Foods,Fruit Snacks,6524463011
Snack Foods,Ice Cream Cones & Toppings,6459175011
Snack Foods,Jerky & Dried Meats,371475011
Snack Foods,Nuts & Seeds,11437481011
Snack Foods,Party Mix,724731011
Snack Foods,Popcorn,16322991
Snack Foods,Pork Rinds,16323071
Snack Foods,Pretzels,16323081
Snack Foods,Puffed Snacks,173354011
Snack Foods,"Rice Cakes, Chips & Crackers",6524481011
Snack Foods,"Salsas, Dips & Spreads",6523475011
Snack Foods,Seaweed Snacks,14864739011
Snack Foods,Snack & Trail Mixes,16323101
Snack Foods,Snack Cakes & Pastries,11437484011
Snack Foods,Snack Gifts,2255582011
Snack Foods,Wasabi Peas,6524485011
Bars,Cereal,6524624011
Bars,Fruit & Nut,11437474011
Bars,Fruit Bars,17277532011
Bars,Granola,11437476011
Bars,High Protein,11437477011
Bars,Nut Bars,17277533011
Bars,Nutrition Bars,7309635011
Bars,Whole Grain,11437479011
Nutrition Bars,Endurance & Energy Bars,7090302011
Nutrition Bars,Food Bars,7090289011
Nutrition Bars,Protein Bars,6973705011
Chips & Crisps,Corn,16322751
Chips & Crisps,Pita,6524419011
Chips & Crisps,Potato,16322761
Chips & Crisps,Soy,6524421011
Chips & Crisps,Tortilla,16322771
Chips & Crisps,Vegetable,6524423011
Crackers,Animal,6524447011
Crackers,Assortments & Samplers,16322801
Crackers,Bagel Chips,16322791
Crackers,Deli,6524450011
Crackers,Flatbread,173352011
Crackers,Graham Crackers,16322821
Crackers,Matzo,16322831
Crackers,Oyster,6524454011
Crackers,Saltines,16322841
Crackers,Sandwich,6524456011
Crackers,Toast,18327560011
Crackers,Water,16322851
Crackers,Wheat,16322861
Nuts & Seeds,Brazil,8975266011
Nuts & Seeds,Pistachio Nuts,16322951
Popcorn,Microwave,16323051
Popcorn,Popped,16323001
Popcorn,Unpopped,16323041
"Rice Cakes, Chips & Crackers",Cakes,6524482011
"Rice Cakes, Chips & Crackers",Chips,6524483011
"Rice Cakes, Chips & Crackers",Crackers,6524484011
"Salsas, Dips & Spreads",Dips & Spreads,6523476011
"Salsas, Dips & Spreads",Salsas,16321031
Dips & Spreads,Bean,6523477011
Dips & Spreads,Garlic,6523478011
Dips & Spreads,Meat,6523479011
Dips & Spreads,Olive,6466916011
Dips & Spreads,Onion,16320041
Dips & Spreads,Processed Cheese,345833011
Dips & Spreads,Ranch,16320051
Dips & Spreads,Seafood,6523481011
Dips & Spreads,Vegetable,6523482011
Snack Cakes & Pastries,Snack Cakes,11437494011
Snack Cakes & Pastries,Snack Pies,11437496011
